brand;model;year;mileage_km;engine_volume;engine_hp;n_owners;transmission;body_type;price_rub
BMW;X3_M;2017;125930.0;3.4;214.2;4.0;Automatic;SUV;5481654
BMW;X7;2017;123219.0;3.3;207.9;3.0;Manual;SUV;4195003
BMW;X3_M;2019;163337.0;3.4;224.4;3.0;Manual;SUV;6156055
BMW;X3_M;2013;52860.0;3.3;221.1;4.0;Automatic;SUV;4415311
BMW;X3_M;2015;90640.0;3.5;234.5;;Automatic;SUV;5014024
BMW;3 Series;2019;168317.0;2.3;147.2;4.0;Manual;Sedan;3287539
BMW;3 Series;2012;36147.0;2.4;156.0;4.0;Automatic;Sedan;2606129
BMW;3 Series;2020;182869.0;1.6;105.6;3.0;Automatic;Sedan;3249557
BMW;X5;2010;5000.0;1.6;107.2;4.0;Automatic;SUV;2283850
BMW;X5_M;2022;218247.0;3.1;195.3;3.0;Manual;SUV;6777078
BMW;3 Series;2018;147071.0;3.3;207.9;3.0;Manual;Sedan;3529976
BMW;5 Series_M;2021;192017.0;3.5;224.0;3.0;Manual;Sedan;5551578
BMW;X5_M;2020;181087.0;3.7;244.2;;Automatic;SUV;6544457
BMW;X5;2014;73609.0;3.0;195.0;4.0;Automatic;SUV;3504806
BMW;X7;2021;200362.0;2.6;166.4;2.0;Automatic;SUV;4609921
BMW;X3;2014;70361.0;2.8;179.2;4.0;Automatic;SUV;3533324
BMW;5 Series;2013;53301.0;2.9;194.3;4.0;Automatic;Sedan;2936103
BMW;X7_M;2021;203603.0;3.3;214.5;2.0;Automatic;SUV;6561132
BMW;X3;2017;131064.0;2.6;171.6;3.0;Automatic;SUV;3963583
BMW;X3_M;2021;198452.0;3.5;234.5;3.0;Automatic;SUV;6792102
BMW;3 Series;2022;215854.0;2.2;145.2;3.0;Automatic;Sedan;3720066
BMW;X3_M;2018;145147.0;2.9;182.7;3.0;Manual;SUV;5556080
BMW;X5;2011;17497.0;2.1;140.7;4.0;Manual;SUV;2770623
BMW;3 Series;2018;;2.8;176.4;4.0;Automatic;Sedan;3435858
BMW;X7_M;2015;92078.0;3.3;214.5;4.0;Manual;SUV;4928155
BMW;X5_M;2017;126582.0;3.4;224.4;3.0;Automatic;SUV;5524337
BMW;X5_M;2011;17792.0;3.3;211.2;4.0;Automatic;SUV;3783492
BMW;7 Series_M;2016;112261.0;3.2;214.4;4.0;Automatic;Sedan;4277968
BMW;7 Series_M;2022;217217.0;3.0;195.0;2.0;Automatic;Sedan;5526130
BMW;X5_M;2018;138024.0;3.2;204.8;3.0;Automatic;SUV;5830561
BMW;X3_M;2018;146026.0;3.3;217.8;3.0;Manual;SUV;5754299
BMW;7 Series_M;2017;125175.0;3.3;217.8;4.0;Manual;Sedan;4543153
BMW;X7_M;2014;72086.0;3.5;234.5;4.0;Automatic;SUV;4685231
BMW;X5;2020;182047.0;2.8;179.2;3.0;Automatic;SUV;4501153
BMW;3 Series;2020;182028.0;2.9;191.4;2.0;Manual;Sedan;3671012
BMW;3 Series_M;2020;176754.0;3.4;217.6;2.0;Automatic;Sedan;5256804
BMW;X3;2019;160333.0;2.1;136.5;4.0;Automatic;SUV;4203411
BMW;5 Series;2022;214645.0;2.5;165.0;3.0;Manual;Sedan;3853968
BMW;X7;2010;5000.0;2.1;132.3;4.0;Automatic;SUV;2404507
BMW;X3;2019;167338.0;2.4;156.0;4.0;Automatic;SUV;4235977
BMW;7 Series_M;2013;54777.0;3.2;214.4;4.0;Automatic;Sedan;3708422
BMW;7 Series_M;2010;5000.0;3.5;231.0;4.0;Manual;Sedan;3142889
BMW;X7_M;2013;55655.0;3.6;241.2;4.0;Manual;SUV;4459514
BMW;X5_M;2019;165052.0;3.3;214.5;;Automatic;SUV;6071938
BMW;X5_M;2013;54695.0;3.4;227.8;4.0;Automatic;SUV;4376092
BMW;3 Series;2021;187842.0;2.2;143.0;3.0;Automatic;Sedan;3650562
BMW;7 Series;2010;5000.0;;204.8;4.0;Automatic;Sedan;2573530
BMW;X7;2010;5000.0;1.3;85.8;4.0;Automatic;SUV;2237879
BMW;5 Series_M;2017;126687.0;3.4;224.4;4.0;Automatic;Sedan;4600967
BMW;X7_M;2013;51962.0;3.2;201.6;4.0;Manual;SUV;4251489
BMW;5 Series_M;2011;17682.0;3.5;234.5;4.0;Manual;Sedan;3382269
BMW;7 Series_M;2020;183929.0;3.4;217.6;3.0;Automatic;Sedan;5166640
BMW;X5;2018;143985.0;1.9;123.5;4.0;Manual;SUV;3881138
BMW;X5;2011;18104.0;1.5;96.0;4.0;Automatic;SUV;2522829
BMW;3 Series_M;2019;157492.0;3.2;201.6;3.0;Manual;Sedan;4982977
BMW;5 Series;2019;168297.0;3.0;;4.0;Automatic;Sedan;3513045
BMW;5 Series;2021;200162.0;2.8;176.4;3.0;Automatic;Sedan;3747930
BMW;X3;2020;180572.0;3.0;195.0;3.0;Automatic;SUV;4612942
BMW;X7;2021;195967.0;2.6;169.0;3.0;Automatic;SUV;4648890
BMW;7 Series;2019;160409.0;1.5;100.5;3.0;Manual;Sedan;3080766
BMW;X7_M;2011;18252.0;2.9;188.5;4.0;Automatic;SUV;3655541
BMW;7 Series;2022;214455.0;1.7;110.5;3.0;Automatic;Sedan;3551271
BMW;X5;2013;56076.0;2.9;194.3;4.0;Automatic;SUV;3337803
BMW;3 Series;2012;34438.0;3.5;224.0;4.0;Automatic;Sedan;2973159
BMW;5 Series;2013;51550.0;2.2;140.8;4.0;Manual;Sedan;2669152
BMW;7 Series;2022;223477.0;2.4;158.4;2.0;Manual;Sedan;3675205
BMW;X3;2019;163457.0;2.4;158.4;;Automatic;SUV;4246107
BMW;X5;2016;111446.0;1.6;105.6;4.0;Automatic;SUV;3416812
BMW;X7_M;2011;18858.0;3.6;226.8;4.0;Automatic;SUV;3827653
BMW;7 Series_M;2019;170779.0;3.2;208.0;3.0;Automatic;Sedan;4885740
BMW;3 Series;2018;142605.0;2.3;151.8;3.0;Automatic;Sedan;3280836
BMW;X7_M;2014;73414.0;3.5;234.5;4.0;Automatic;SUV;4737638
BMW;X5_M;2022;214070.0;3.2;211.2;3.0;Manual;SUV;6924330
BMW;7 Series_M;2014;71620.0;3.4;221.0;4.0;Automatic;Sedan;3942411
BMW;3 Series_M;2014;75943.0;3.3;211.2;4.0;Automatic;Sedan;3911963
BMW;X7;2016;110994.0;1.1;73.7;4.0;Automatic;SUV;3269701
BMW;X3;2022;211603.0;2.8;184.8;2.0;Manual;SUV;4957166
BMW;7 Series_M;2011;17948.0;3.3;221.1;4.0;Automatic;Sedan;3318507
BMW;X7_M;2020;180987.0;3.4;214.2;2.0;Automatic;SUV;6378264
BMW;5 Series_M;2018;145210.0;3.1;207.7;4.0;Automatic;Sedan;4674104
BMW;X7;2018;145285.0;2.7;170.1;3.0;Manual;SUV;4121532
BMW;5 Series;2022;221408.0;2.4;158.4;2.0;Automatic;Sedan;3701346
BMW;X5_M;2010;5000.0;3.1;207.7;4.0;Automatic;SUV;3429652
BMW;X3_M;2016;101941.0;3.5;231.0;4.0;Automatic;SUV;5312517
BMW;7 Series;2021;198229.0;2.4;151.2;3.0;Automatic;Sedan;3631943
BMW;X7;2012;36622.0;2.5;160.0;4.0;Automatic;SUV;2985128
BMW;X3_M;2018;138441.0;3.0;201.0;3.0;Manual;SUV;5761409
BMW;X3;2015;92137.0;3.0;195.0;4.0;Manual;SUV;3696804
BMW;X3;2014;71494.0;2.7;175.5;4.0;Automatic;SUV;3451939
BMW;7 Series_M;2012;35966.0;3.1;207.7;4.0;Automatic;Sedan;3513493
BMW;X7_M;2012;35171.0;3.3;214.5;4.0;Automatic;SUV;4057766
BMW;3 Series_M;2019;161395.0;3.3;221.1;3.0;Automatic;Sedan;4997284
BMW;X3;2017;124016.0;2.8;187.6;4.0;Automatic;SUV;4035989
BMW;X7_M;2017;122493.0;3.3;207.9;3.0;Automatic;SUV;5470239
BMW;7 Series_M;2021;194139.0;3.2;214.4;3.0;Manual;Sedan;5459998
BMW;X5;2017;121646.0;2.2;140.8;3.0;Automatic;SUV;3857366
BMW;X7_M;2016;105979.0;3.4;224.4;4.0;Manual;SUV;5292384
BMW;7 Series;2021;196052.0;2.7;170.1;2.0;Manual;Sedan;3762368
BMW;X7_M;2016;103389.0;3.4;221.0;4.0;Automatic;SUV;5294894
BMW;5 Series;2012;37672.0;3.0;189.0;4.0;Automatic;Sedan;2710190
BMW;3 Series;2020;181513.0;2.2;138.6;3.0;Automatic;Sedan;3411402
BMW;X5;2014;69798.0;2.1;138.6;4.0;Automatic;SUV;3299260
BMW;5 Series;2021;194579.0;2.9;191.4;2.0;Manual;Sedan;3853713
BMW;7 Series;2015;89383.0;1.7;108.8;4.0;Automatic;Sedan;2653371
BMW;7 Series;2011;17024.0;2.2;138.6;4.0;Automatic;Sedan;2377723
BMW;X7;2016;105255.0;2.5;167.5;;Automatic;SUV;3813569
BMW;X7_M;2017;124131.0;3.0;189.0;4.0;Manual;SUV;5392401
BMW;3 Series;2018;141405.0;2.6;171.6;4.0;Manual;Sedan;3437828
BMW;5 Series_M;2021;201894.0;3.5;220.5;3.0;Manual;Sedan;5349342
BMW;5 Series;2018;136655.0;2.8;179.2;4.0;Manual;Sedan;3453523
BMW;5 Series;2016;109347.0;2.2;145.2;4.0;Automatic;Sedan;2991142
BMW;X3_M;2021;195587.0;3.5;231.0;3.0;Automatic;SUV;6780295
BMW;X3;2013;53180.0;3.0;195.0;4.0;Manual;SUV;3353809
BMW;5 Series;2013;55068.0;2.6;169.0;4.0;Manual;Sedan;2760629
BMW;3 Series_M;2010;5000.0;3.4;214.2;4.0;Automatic;Sedan;3024298
BMW;7 Series_M;2018;140801.0;3.4;214.2;3.0;Manual;Sedan;4767910
BMW;X7_M;2021;197612.0;3.4;224.4;2.0;Automatic;SUV;6680059
BMW;X7_M;2015;85858.0;3.6;230.4;4.0;Manual;SUV;5038333
BMW;X7;2011;18819.0;2.5;160.0;4.0;Automatic;SUV;2796842
BMW;X7;2012;35230.0;2.2;143.0;4.0;Manual;SUV;2974239
BMW;X3;2017;127529.0;3.1;204.6;4.0;Manual;SUV;4178433
BMW;7 Series_M;2016;110631.0;3.4;224.4;4.0;Automatic;Sedan;4374886
BMW;X3;2020;186039.0;2.3;149.5;2.0;Automatic;SUV;4352362
BMW;X5_M;2014;70907.0;3.4;217.6;4.0;Automatic;SUV;4669358
BMW;X3_M;2011;17402.0;;227.8;4.0;Automatic;SUV;3791143
BMW;7 Series;2010;5000.0;3.5;220.5;4.0;Manual;Sedan;2601800
BMW;3 Series_M;2011;18584.0;3.1;198.4;4.0;Automatic;Sedan;3186540
BMW;7 Series_M;2019;163282.0;3.3;217.8;3.0;Manual;Sedan;4935371
BMW;X7;2010;5000.0;2.4;151.2;4.0;Automatic;SUV;2594900
BMW;X5_M;2016;110226.0;3.4;224.4;4.0;Manual;SUV;5259356
BMW;X3;2017;125894.0;2.6;171.6;4.0;Manual;SUV;3981980
BMW;3 Series;2022;215261.0;2.5;162.5;2.0;Automatic;Sedan;3848230
BMW;3 Series_M;2020;;;224.0;3.0;Manual;Sedan;5296845
BMW;7 Series_M;2021;198957.0;3.3;211.2;3.0;Automatic;Sedan;5374591
BMW;7 Series;2010;5000.0;2.1;134.4;4.0;Automatic;Sedan;2175558
BMW;X3_M;2014;71853.0;3.1;198.4;4.0;Automatic;SUV;4536541
BMW;5 Series;2020;175854.0;2.6;171.6;3.0;Automatic;Sedan;3656879
BMW;X7;2011;17889.0;2.4;153.6;4.0;Manual;SUV;2808442
BMW;X3_M;2016;106950.0;3.4;221.0;4.0;Manual;SUV;5229544
BMW;X5;2017;121472.0;2.6;174.2;4.0;Manual;SUV;4036221
BMW;X7;2015;94324.0;2.7;175.5;4.0;Manual;SUV;3593991
BMW;5 Series;2012;35575.0;2.0;130.0;4.0;Automatic;Sedan;2451510
BMW;X5;2012;36565.0;1.6;100.8;4.0;Manual;SUV;2649846
BMW;X5;2019;167970.0;2.6;174.2;4.0;Automatic;SUV;4315668
BMW;X5;2012;37287.0;2.3;151.8;4.0;Automatic;SUV;2936326
BMW;X5_M;2011;18598.0;3.2;208.0;4.0;Automatic;SUV;3695053
BMW;7 Series_M;2021;193683.0;3.4;217.6;3.0;Automatic;Sedan;5424549
BMW;7 Series;2016;108694.0;0.8;52.0;4.0;Automatic;Sedan;2448656
BMW;3 Series_M;2019;163011.0;3.5;231.0;3.0;Automatic;Sedan;5083535
BMW;X3_M;2015;89015.0;3.2;214.4;4.0;Manual;SUV;4903616
BMW;7 Series;2017;125230.0;2.3;151.8;4.0;Automatic;Sedan;3113705
BMW;5 Series;2012;36778.0;2.2;140.8;4.0;Automatic;Sedan;2485726
BMW;X7_M;2019;166265.0;3.4;227.8;4.0;Automatic;SUV;6127930
BMW;X3;2010;5000.0;2.4;158.4;4.0;Manual;SUV;2565051
BMW;X5_M;2018;144759.0;3.4;221.0;3.0;Automatic;SUV;5809221
BMW;7 Series_M;2021;204592.0;2.9;188.5;3.0;Manual;Sedan;5240384
BMW;5 Series;2012;35472.0;2.9;185.6;4.0;Automatic;Sedan;2765810
BMW;7 Series;2019;160148.0;2.8;187.6;3.0;Automatic;Sedan;3564956
BMW;3 Series;2014;69660.0;1.1;72.6;4.0;Automatic;Sedan;2367709
BMW;7 Series;2010;5000.0;2.0;128.0;4.0;Automatic;Sedan;2125603
BMW;X5;2021;192752.0;2.0;134.0;3.0;Manual;SUV;4525071
BMW;X7;2022;211693.0;2.3;147.2;3.0;Manual;SUV;4737713
BMW;X3_M;2020;180508.0;3.1;198.4;2.0;Automatic;SUV;6315814
BMW;X5;2020;180334.0;2.8;179.2;2.0;Automatic;SUV;4576125
BMW;X5;2018;145633.0;2.5;165.0;3.0;Automatic;SUV;4083191
BMW;X5;2010;5000.0;2.5;167.5;4.0;Automatic;SUV;2594088
BMW;3 Series;2011;;3.3;207.9;4.0;Automatic;Sedan;2697986
BMW;3 Series;2017;124965.0;2.6;163.8;4.0;Automatic;Sedan;3238519
BMW;3 Series;2019;163964.0;3.0;192.0;4.0;Automatic;Sedan;3608618
BMW;X3;2015;92361.0;2.2;147.4;4.0;Automatic;SUV;3456167
BMW;7 Series;2010;5000.0;2.1;136.5;4.0;Automatic;Sedan;2133783
BMW;7 Series_M;2017;127251.0;3.1;204.6;4.0;Automatic;Sedan;4499190
BMW;X5;2019;163652.0;3.3;207.9;4.0;Manual;SUV;4472545
BMW;X5;2021;197007.0;4.1;266.5;3.0;Automatic;SUV;5180820
BMW;X5_M;2011;17936.0;3.1;195.3;4.0;Manual;SUV;3678141
BMW;X7_M;2018;151493.0;3.5;231.0;3.0;Automatic;SUV;5784916
BMW;X3_M;2021;203404.0;3.4;217.6;2.0;Automatic;SUV;6571076
BMW;X5_M;2011;18013.0;3.0;195.0;4.0;Manual;SUV;3701957
BMW;X7_M;2020;185017.0;3.2;214.4;3.0;Manual;SUV;6258421
BMW;X7_M;2020;182606.0;3.3;207.9;2.0;Automatic;SUV;6302196
BMW;5 Series;2013;52707.0;2.7;180.9;4.0;Automatic;Sedan;2808249
BMW;3 Series_M;2011;17738.0;3.0;189.0;4.0;Manual;Sedan;3215376
BMW;3 Series_M;2015;94519.0;3.4;214.2;4.0;Automatic;Sedan;4131299
BMW;X7_M;2018;143635.0;2.9;191.4;3.0;Automatic;SUV;5671815
BMW;5 Series_M;2021;194890.0;3.2;204.8;2.0;Automatic;Sedan;5358109
BMW;X5_M;2018;151775.0;3.0;192.0;3.0;Automatic;SUV;5554308
BMW;7 Series;2010;5000.0;2.1;136.5;4.0;Automatic;Sedan;2134987
BMW;X3;2015;88994.0;2.8;184.8;4.0;Manual;SUV;3730811
BMW;3 Series_M;2019;153287.0;3.3;;3.0;Manual;Sedan;5025158
BMW;5 Series_M;2013;55085.0;3.4;227.8;4.0;Automatic;Sedan;3776440
BMW;7 Series_M;2020;172195.0;;189.0;3.0;Automatic;Sedan;5157617
BMW;7 Series;2020;177323.0;2.5;162.5;3.0;Manual;Sedan;3573788
BMW;7 Series;2012;36540.0;2.9;182.7;4.0;Manual;Sedan;2704554
BMW;X5_M;2021;195052.0;3.5;220.5;2.0;Automatic;SUV;6710065
BMW;3 Series_M;2017;120049.0;3.4;227.8;4.0;Automatic;Sedan;4647750
BMW;X7;2013;53464.0;2.9;188.5;4.0;Automatic;SUV;3366770
